,lot_area,year_built,year_remod/add,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,saleprice,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,alley_Grvl,alley_Pave,utilities_NoSeWa,utilities_NoSewr,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,bsmt_qual_Ex,bsmt_qual_Fa,bsmt_qual_Gd,bsmt_qual_TA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,fence_GdPrv,fence_GdWo,fence_MnPrv,fence_MnWw
1538,11235,1963,1963,981.0,1075,0,1,0,3,1,6,0,2.0,64,0,0,0,64,0,148000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1539,10265,1967,2005,992.0,992,0,1,0,3,1,6,0,1.0,204,0,0,0,0,0,145000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1540,14541,1993,1993,1338.0,1352,1168,2,1,5,1,10,1,3.0,209,55,0,0,0,0,310000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1541,10184,1963,1963,1083.0,1146,0,1,0,3,1,6,1,1.0,345,75,0,0,0,0,165000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1543,10625,2005,2005,1026.0,1026,932,2,1,3,1,9,1,3.0,154,210,0,0,0,0,250000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1544,1470,1970,1970,630.0,630,0,1,0,1,1,3,0,0.0,0,0,0,0,0,0,73000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1545,9000,1974,1974,896.0,896,896,2,2,4,2,8,0,0.0,32,45,0,0,0,0,136000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1546,5911,2005,2005,1560.0,1565,0,2,0,2,1,6,1,2.0,196,56,0,0,0,0,282500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1547,8987,2005,2006,1595.0,1595,0,2,0,2,1,6,1,3.0,144,0,0,0,0,0,221500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1548,17871,1995,1996,1680.0,1680,0,2,0,4,1,7,0,2.0,152,0,0,0,0,0,170000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1549,11500,1967,1967,1040.0,1040,0,1,0,3,1,6,1,2.0,0,0,156,0,0,0,163000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1550,12257,1995,1995,1318.0,1328,1203,2,1,4,1,9,1,3.0,222,98,0,0,0,0,290000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1551,9044,1996,1997,1325.0,1335,1203,2,1,4,1,8,1,3.0,198,92,0,0,0,0,330000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1552,1680,1973,1973,483.0,483,504,1,1,2,1,5,0,1.0,0,0,0,0,0,0,111000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1553,9468,1999,1999,840.0,840,915,2,1,3,1,7,1,2.0,176,73,0,0,0,0,214000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1554,9373,1953,1953,1152.0,1152,0,1,1,3,1,6,0,2.0,0,0,0,0,0,0,137500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1555,7000,2003,2003,926.0,1016,868,2,1,3,1,7,1,2.0,0,35,0,0,0,0,240900,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1556,10186,1992,1992,750.0,1061,862,2,1,3,1,8,1,2.0,240,39,0,0,0,0,190000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1557,11664,2002,2002,1569.0,1611,0,2,0,3,1,6,0,3.0,262,93,0,0,0,0,250000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1558,10768,1976,2004,1437.0,1437,0,2,0,3,1,6,1,2.0,0,21,0,0,180,0,218000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1559,10530,1993,1993,1148.0,1091,984,2,1,3,1,8,1,2.0,235,86,0,0,0,0,255000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1560,14859,2006,2006,1670.0,1670,0,2,0,3,1,7,1,3.0,144,60,0,0,0,0,240000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1561,10481,2006,2007,2140.0,2140,0,2,1,3,1,8,0,3.0,136,32,0,0,0,0,360000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1562,9350,1965,1999,1219.0,1265,0,2,0,3,1,6,1,2.0,0,92,0,96,0,0,179900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1563,18030,1946,1994,1598.0,1636,971,3,0,3,1,12,1,0.0,122,0,0,0,0,0,200500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1564,5925,1910,1950,600.0,600,368,1,0,2,1,6,0,0.0,0,0,0,0,0,0,37900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1565,6718,2001,2001,1267.0,1312,0,2,0,2,1,5,0,2.0,256,28,0,0,0,0,180500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1566,11855,2000,2000,1168.0,1168,1619,4,2,6,2,8,2,4.0,312,0,0,0,0,0,269500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1567,12394,2003,2003,847.0,847,886,2,1,3,1,7,1,2.0,100,48,0,0,0,0,225000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1568,7000,1940,1950,720.0,720,495,1,0,3,1,6,0,2.0,0,0,30,0,0,0,141000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1569,10367,2008,2008,1739.0,1743,0,2,0,3,1,8,1,3.0,168,45,0,0,0,0,335000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1570,15240,1977,2004,1026.0,1026,0,1,1,3,1,5,0,1.0,316,85,0,0,0,0,150000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1572,13600,1965,1990,768.0,1186,800,2,1,3,1,7,3,2.0,0,42,0,0,189,0,205000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1573,6762,2006,2006,1187.0,1208,0,2,0,2,1,6,0,2.0,105,61,0,0,0,0,206000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1574,8500,2004,2004,1422.0,1422,0,2,0,3,1,7,0,2.0,192,60,0,0,0,0,179600,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1575,8877,1951,1951,836.0,1220,0,1,0,2,1,6,0,2.0,0,0,0,0,0,0,102000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1576,15611,1977,1977,1126.0,1126,0,2,0,3,1,6,0,2.0,180,0,0,0,0,0,175000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1577,13300,1956,2001,1015.0,1384,0,1,0,2,1,6,0,2.0,75,0,0,323,0,0,159000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1578,6500,1976,1976,1127.0,1127,0,1,1,3,1,6,1,2.0,0,0,138,0,0,0,135000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1579,9525,1954,1972,994.0,1216,639,2,0,4,1,7,0,1.0,182,0,0,0,0,0,136900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1580,6993,1961,1994,912.0,1236,0,1,0,3,1,6,1,1.0,0,0,0,0,0,0,135000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1581,9430,1999,1999,1252.0,1268,1097,2,1,3,1,8,1,3.0,0,128,0,0,180,0,337000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1582,11029,1968,1984,1054.0,1512,1142,2,1,4,1,9,1,2.0,0,65,0,0,222,0,250000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1583,14311,1996,1996,1236.0,1236,1104,2,1,4,1,9,1,3.0,192,180,218,0,0,0,306000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1584,10800,1987,1988,1200.0,1200,0,3,0,3,1,5,0,0.0,120,0,0,0,0,0,179000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1585,3604,2007,2007,689.0,703,689,2,0,2,1,5,0,2.0,0,102,0,0,0,0,146000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1586,10320,1915,1950,1138.0,1138,1042,1,1,3,1,7,1,2.0,0,0,170,0,0,0,161000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1587,10603,1977,2001,1610.0,1610,0,2,0,3,1,6,2,2.0,168,68,0,0,0,0,205000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1588,4084,1986,1986,1277.0,1501,0,2,0,2,1,6,1,2.0,240,0,0,0,0,0,241500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1589,7943,1961,1961,1029.0,1029,0,1,0,3,1,5,0,1.0,64,0,39,0,0,0,118500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1590,6930,1958,1958,1062.0,1352,0,1,0,3,1,6,0,1.0,168,0,294,0,0,0,130000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1591,7200,1940,1950,808.0,1072,0,1,0,2,1,5,2,2.0,0,0,0,0,0,0,130000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1593,7150,1962,1962,912.0,912,0,1,0,3,1,6,0,1.0,0,0,0,0,0,0,123000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1594,6012,1955,1955,0.0,1152,0,2,0,2,2,6,0,0.0,0,0,0,0,0,0,82000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,5350,1920,1965,624.0,730,720,1,0,3,1,7,0,1.0,0,192,0,0,0,0,132000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1596,5400,1921,1968,1073.0,1073,0,1,0,2,1,4,0,1.0,0,0,112,0,0,0,108480,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1597,9535,1967,1967,1176.0,1458,0,1,1,3,1,7,1,2.0,284,0,0,0,0,0,165000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1598,7441,2006,2006,1461.0,1486,0,2,0,3,1,7,0,2.0,0,32,0,0,0,0,181000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1599,15400,1961,1961,552.0,904,611,2,0,4,1,8,1,1.0,290,40,0,0,0,0,165000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1600,10544,1969,1969,864.0,864,615,2,0,5,1,8,0,1.0,287,0,280,0,0,0,161000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1601,10936,2006,2006,1504.0,1504,0,2,0,3,1,7,0,2.0,144,0,0,0,0,0,199000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1602,11316,2002,2003,817.0,824,1070,2,1,4,1,8,1,2.0,0,40,0,0,0,0,214900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1603,8640,2006,2006,1278.0,1278,0,2,0,2,1,5,0,2.0,0,60,0,0,0,0,198600,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1604,12090,1998,1998,1141.0,1165,1098,2,1,4,1,10,1,2.0,144,123,0,0,0,0,258000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1605,7939,2000,2000,1168.0,1168,1619,4,2,6,2,8,2,4.0,312,0,0,0,0,0,269500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1606,7750,2002,2002,707.0,707,707,2,1,3,1,6,1,2.0,100,35,0,0,0,0,176000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1607,9350,1964,1991,1302.0,1302,0,2,0,3,1,7,0,1.0,333,0,0,0,0,0,158000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1608,7750,2002,2002,408.0,779,640,2,1,3,1,7,1,2.0,120,0,0,0,0,0,184100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1609,13001,1971,1971,1625.0,1220,0,2,0,2,1,6,1,2.0,0,0,249,0,0,0,170000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1610,13607,1986,1986,572.0,1182,800,2,1,3,1,6,1,2.0,400,112,0,0,0,0,208000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1611,4435,2003,2003,848.0,848,0,1,0,1,1,4,0,2.0,140,0,0,0,0,0,140000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1612,3843,2007,2008,1596.0,1648,0,2,0,2,1,5,1,2.0,162,53,0,153,0,0,230000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1613,5950,1989,1989,1337.0,1337,0,2,0,2,1,5,1,2.0,0,73,154,0,0,0,188500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1614,12400,1940,1950,901.0,1125,592,1,1,2,1,7,1,1.0,0,0,0,0,113,0,194000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1615,10425,1956,1958,1104.0,1104,0,1,0,3,1,5,0,1.0,0,0,0,0,0,0,133000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1616,16269,1978,1978,907.0,907,0,1,0,3,1,5,0,1.0,72,0,0,0,0,0,140000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1617,8998,2000,2000,782.0,782,870,2,1,3,1,6,0,2.0,0,70,0,0,0,0,207500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1618,10400,1967,1997,932.0,1271,1369,2,1,5,1,8,1,2.0,0,120,0,0,168,0,256900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1619,10134,1940,1950,735.0,735,299,1,0,2,1,5,0,1.0,0,39,0,0,0,0,109000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1620,7007,1979,1979,0.0,1513,0,2,0,4,2,8,0,2.0,0,0,0,0,0,0,113722,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1621,11645,2005,2006,1498.0,1498,0,2,0,3,1,7,1,3.0,144,98,0,0,0,0,237000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1622,8250,1963,1963,1053.0,1053,0,1,0,3,1,6,0,2.0,240,0,0,0,109,0,142100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1623,11027,1954,1954,1178.0,1293,0,2,0,2,1,5,0,2.0,280,0,0,0,0,0,149900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1624,12350,2008,2008,2020.0,2020,0,2,0,3,1,7,1,3.0,192,98,0,0,0,0,404000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1625,18275,1962,1998,1438.0,1900,548,3,0,3,1,9,2,2.0,520,102,0,0,0,0,277500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1626,9206,1985,1985,741.0,977,755,2,1,3,1,7,1,2.0,192,46,0,0,0,0,178000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1627,6240,2006,2006,1324.0,1324,0,2,0,2,1,6,1,2.0,192,38,0,0,0,0,254000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
